champion 1,champion 2,win rate
9.0,131.0,0.0
131.0,114.0,0.455
114.0,131.0,0.455
131.0,105.0,0.5
105.0,131.0,0.5
131.0,3.0,0.556
3.0,131.0,0.556
131.0,41.0,0.625
41.0,131.0,0.625
131.0,86.0,0.333
86.0,131.0,0.333
131.0,150.0,0.8
150.0,131.0,0.8
131.0,79.0,0.667
79.0,131.0,0.667
131.0,104.0,0.37
104.0,131.0,0.37
131.0,887.0,0.5
887.0,131.0,0.5
131.0,120.0,0.333
120.0,131.0,0.333
131.0,74.0,0.4
74.0,131.0,0.4
131.0,420.0,0.0
420.0,131.0,0.0
131.0,39.0,0.559
39.0,131.0,0.559
131.0,427.0,0.5
427.0,131.0,0.5
131.0,40.0,0.636
40.0,131.0,0.636
131.0,59.0,0.619
59.0,131.0,0.619
131.0,24.0,0.462
24.0,131.0,0.462
131.0,126.0,0.417
126.0,131.0,0.417
131.0,202.0,0.55
202.0,131.0,0.55
131.0,222.0,0.4
222.0,131.0,0.4
131.0,145.0,0.458
145.0,131.0,0.458
131.0,429.0,0.0
429.0,131.0,0.0
131.0,43.0,0.412
43.0,131.0,0.412
131.0,30.0,0.444
30.0,131.0,0.444
131.0,38.0,0.75
38.0,131.0,0.75
131.0,55.0,0.667
55.0,131.0,0.667
131.0,10.0,0.5
10.0,131.0,0.5
131.0,141.0,0.667
141.0,131.0,0.667
131.0,85.0,0.556
85.0,131.0,0.556
131.0,121.0,0.5
121.0,131.0,0.5
131.0,203.0,0.583
203.0,131.0,0.583
131.0,240.0,0.636
240.0,131.0,0.636
131.0,96.0,0.25
96.0,131.0,0.25
131.0,7.0,1.0
7.0,131.0,1.0
131.0,64.0,0.471
64.0,131.0,0.471
131.0,89.0,0.4
89.0,131.0,0.4
131.0,876.0,0.0
876.0,131.0,0.0
131.0,127.0,0.333
127.0,131.0,0.333
131.0,236.0,0.589
236.0,131.0,0.589
131.0,117.0,0.75
117.0,131.0,0.75
131.0,99.0,0.5
99.0,131.0,0.5
131.0,54.0,0.375
54.0,131.0,0.375
131.0,90.0,0.5
90.0,131.0,0.5
131.0,57.0,0.625
57.0,131.0,0.625
131.0,11.0,0.5
11.0,131.0,0.5
131.0,21.0,0.438
21.0,131.0,0.438
131.0,62.0,0.615
62.0,131.0,0.615
131.0,82.0,0.4
82.0,131.0,0.4
131.0,25.0,0.526
25.0,131.0,0.526
131.0,267.0,0.481
267.0,131.0,0.481
131.0,75.0,0.5
75.0,131.0,0.5
131.0,111.0,0.571
111.0,131.0,0.571
131.0,518.0,1.0
518.0,131.0,1.0
131.0,76.0,1.0
76.0,131.0,1.0
131.0,56.0,0.167
56.0,131.0,0.167
131.0,20.0,0.667
20.0,131.0,0.667
131.0,2.0,1.0
2.0,131.0,1.0
131.0,61.0,0.5
61.0,131.0,0.5
131.0,516.0,0.667
516.0,131.0,0.667
131.0,80.0,0.286
80.0,131.0,0.286
131.0,78.0,0.688
78.0,131.0,0.688
131.0,555.0,0.385
555.0,131.0,0.385
131.0,246.0,0.417
246.0,131.0,0.417
131.0,133.0,1.0
133.0,131.0,1.0
131.0,497.0,0.55
497.0,131.0,0.55
131.0,33.0,0.0
33.0,131.0,0.0
131.0,421.0,0.5
421.0,131.0,0.5
131.0,526.0,0.5
526.0,131.0,0.5
131.0,58.0,0.6
58.0,131.0,0.6
131.0,107.0,0.4
107.0,131.0,0.4
131.0,92.0,0.5
92.0,131.0,0.5
131.0,68.0,0.667
68.0,131.0,0.667
131.0,13.0,0.667
13.0,131.0,0.667
131.0,360.0,0.294
360.0,131.0,0.294
131.0,113.0,0.5
113.0,131.0,0.5
131.0,235.0,0.636
235.0,131.0,0.636
131.0,147.0,0.455
147.0,131.0,0.455
131.0,875.0,0.333
875.0,131.0,0.333
131.0,35.0,0.6
35.0,131.0,0.6
131.0,98.0,0.571
98.0,131.0,0.571
131.0,102.0,0.0
102.0,131.0,0.0
131.0,27.0,0.6
27.0,131.0,0.6
131.0,14.0,0.6
14.0,131.0,0.6
131.0,15.0,0.333
15.0,131.0,0.333
131.0,72.0,0.5
72.0,131.0,0.5
131.0,37.0,0.333
37.0,131.0,0.333
131.0,16.0,0.45
16.0,131.0,0.45
131.0,50.0,0.5
50.0,131.0,0.5
131.0,517.0,0.8
517.0,131.0,0.8
131.0,134.0,0.0
134.0,131.0,0.0
131.0,223.0,0.286
223.0,131.0,0.286
131.0,163.0,0.429
163.0,131.0,0.429
131.0,91.0,0.556
91.0,131.0,0.556
131.0,44.0,0.333
44.0,131.0,0.333
131.0,17.0,0.556
17.0,131.0,0.556
131.0,412.0,0.435
412.0,131.0,0.435
131.0,18.0,0.467
18.0,131.0,0.467
131.0,48.0,0.5
48.0,131.0,0.5
131.0,23.0,0.333
23.0,131.0,0.333
131.0,4.0,1.0
4.0,131.0,1.0
131.0,29.0,0.538
29.0,131.0,0.538
131.0,77.0,0.0
77.0,131.0,0.0
131.0,6.0,0.5
6.0,131.0,0.5
131.0,110.0,0.0
110.0,131.0,0.0
131.0,67.0,0.676
67.0,131.0,0.676
131.0,45.0,0.333
45.0,131.0,0.333
131.0,161.0,1.0
161.0,131.0,1.0
131.0,711.0,0.474
711.0,131.0,0.474
131.0,254.0,0.0
254.0,131.0,0.0
131.0,234.0,0.273
234.0,131.0,0.273
131.0,112.0,0.667
112.0,131.0,0.667
131.0,8.0,1.0
8.0,131.0,1.0
131.0,106.0,0.0
106.0,131.0,0.0
131.0,19.0,0.5
19.0,131.0,0.5
131.0,498.0,0.636
498.0,131.0,0.636
131.0,101.0,0.286
101.0,131.0,0.286
131.0,5.0,0.625
5.0,131.0,0.625
131.0,157.0,0.691
157.0,131.0,0.691
131.0,777.0,0.636
777.0,131.0,0.636
131.0,83.0,0.333
83.0,131.0,0.333
131.0,350.0,0.6
350.0,131.0,0.6
131.0,154.0,0.5
154.0,131.0,0.5
131.0,238.0,0.455
238.0,131.0,0.455
131.0,115.0,0.0
115.0,131.0,0.0
131.0,26.0,0.625
26.0,131.0,0.625
131.0,142.0,0.6
142.0,131.0,0.6
131.0,143.0,0.4
143.0,131.0,0.4
119.0,36.0,0.583
36.0,119.0,0.583
119.0,245.0,0.557
245.0,119.0,0.557
119.0,60.0,0.364
60.0,119.0,0.364
119.0,28.0,0.375
28.0,119.0,0.375
119.0,81.0,0.286
81.0,119.0,0.286
119.0,9.0,0.667
9.0,119.0,0.667
119.0,114.0,0.364
114.0,119.0,0.364
119.0,105.0,0.593
105.0,119.0,0.593
119.0,3.0,0.387
3.0,119.0,0.387
119.0,41.0,0.375
41.0,119.0,0.375
119.0,86.0,0.3
86.0,119.0,0.3
119.0,150.0,0.333
150.0,119.0,0.333
119.0,79.0,0.481
79.0,119.0,0.481
119.0,104.0,0.542
104.0,119.0,0.542
119.0,887.0,0.286
887.0,119.0,0.286
119.0,120.0,0.474
120.0,119.0,0.474
119.0,74.0,0.2
74.0,119.0,0.2
119.0,420.0,0.667
420.0,119.0,0.667
119.0,39.0,0.396
39.0,119.0,0.396
119.0,427.0,0.538
427.0,119.0,0.538
119.0,40.0,0.467
40.0,119.0,0.467
119.0,59.0,0.397
59.0,119.0,0.397
119.0,24.0,0.517
24.0,119.0,0.517
119.0,126.0,0.238
126.0,119.0,0.238
119.0,202.0,0.5
202.0,119.0,0.5
119.0,222.0,0.5
222.0,119.0,0.5
119.0,145.0,0.5
145.0,119.0,0.5
119.0,429.0,0.5
429.0,119.0,0.5
119.0,43.0,0.525
43.0,119.0,0.525
119.0,30.0,0.474
30.0,119.0,0.474
119.0,38.0,0.333
38.0,119.0,0.333
119.0,55.0,0.52
55.0,119.0,0.52
119.0,10.0,0.5
10.0,119.0,0.5
119.0,141.0,0.525
141.0,119.0,0.525
119.0,85.0,0.619
85.0,119.0,0.619
119.0,121.0,0.479
121.0,119.0,0.479
119.0,203.0,0.536
203.0,119.0,0.536
119.0,240.0,0.562
240.0,119.0,0.562
119.0,96.0,0.667
96.0,119.0,0.667
119.0,7.0,0.393
7.0,119.0,0.393
119.0,64.0,0.5
64.0,119.0,0.5
119.0,89.0,0.577
89.0,119.0,0.577
119.0,876.0,0.5
876.0,119.0,0.5
119.0,127.0,0.562
127.0,119.0,0.562
119.0,236.0,0.444
236.0,119.0,0.444
119.0,117.0,0.412
117.0,119.0,0.412
119.0,99.0,0.375
99.0,119.0,0.375
119.0,54.0,0.483
54.0,119.0,0.483
119.0,90.0,0.571
90.0,119.0,0.571
119.0,57.0,0.8
57.0,119.0,0.8
119.0,11.0,0.4
11.0,119.0,0.4
119.0,21.0,0.5
21.0,119.0,0.5
119.0,62.0,0.458
62.0,119.0,0.458
119.0,82.0,0.5
82.0,119.0,0.5
119.0,25.0,0.667
25.0,119.0,0.667
119.0,267.0,0.475
267.0,119.0,0.475
119.0,75.0,0.6
75.0,119.0,0.6
119.0,111.0,0.586
111.0,119.0,0.586
119.0,518.0,0.5
518.0,119.0,0.5
119.0,76.0,0.4
76.0,119.0,0.4
119.0,56.0,0.429
56.0,119.0,0.429
119.0,20.0,0.483
20.0,119.0,0.483
119.0,2.0,0.4
2.0,119.0,0.4
119.0,61.0,0.5
61.0,119.0,0.5
119.0,516.0,1.0
516.0,119.0,1.0
119.0,80.0,0.385
80.0,119.0,0.385
119.0,78.0,0.533
78.0,119.0,0.533
119.0,555.0,0.514
555.0,119.0,0.514
119.0,246.0,0.606
246.0,119.0,0.606
119.0,133.0,0.667
133.0,119.0,0.667
119.0,497.0,0.391
497.0,119.0,0.391
119.0,33.0,0.5
33.0,119.0,0.5
119.0,421.0,0.524
421.0,119.0,0.524
119.0,526.0,0.4
526.0,119.0,0.4
119.0,58.0,0.545
58.0,119.0,0.545
119.0,107.0,0.364
107.0,119.0,0.364
119.0,92.0,0.773
92.0,119.0,0.773
119.0,68.0,0.6
68.0,119.0,0.6
119.0,13.0,0.385
13.0,119.0,0.385
119.0,360.0,0.5
360.0,119.0,0.5
119.0,113.0,0.4
113.0,119.0,0.4
119.0,235.0,0.4
235.0,119.0,0.4
119.0,147.0,0.526
147.0,119.0,0.526
119.0,875.0,0.559
875.0,119.0,0.559
119.0,35.0,0.75
35.0,119.0,0.75
119.0,98.0,0.533
98.0,119.0,0.533
119.0,102.0,0.778
102.0,119.0,0.778
119.0,27.0,0.619
27.0,119.0,0.619
119.0,14.0,0.778
14.0,119.0,0.778
119.0,15.0,0.5
15.0,119.0,0.5
119.0,72.0,0.75
72.0,119.0,0.75
119.0,37.0,0.583
37.0,119.0,0.583
119.0,16.0,0.559
16.0,119.0,0.559
119.0,50.0,0.714
50.0,119.0,0.714
119.0,517.0,0.519
517.0,119.0,0.519
119.0,134.0,0.588
134.0,119.0,0.588
119.0,223.0,0.6
223.0,119.0,0.6
119.0,163.0,0.458
163.0,119.0,0.458
119.0,91.0,0.381
91.0,119.0,0.381
119.0,44.0,0.273
44.0,119.0,0.273
119.0,17.0,0.591
17.0,119.0,0.591
119.0,412.0,0.446
412.0,119.0,0.446
119.0,18.0,0.8
18.0,119.0,0.8
119.0,48.0,0.75
48.0,119.0,0.75
119.0,23.0,0.5
23.0,119.0,0.5
119.0,4.0,0.5
4.0,119.0,0.5
119.0,29.0,0.5
29.0,119.0,0.5
119.0,77.0,0.0
77.0,119.0,0.0
119.0,6.0,0.667
6.0,119.0,0.667
119.0,110.0,0.5
110.0,119.0,0.5
119.0,67.0,0.5
67.0,119.0,0.5
119.0,45.0,0.333
45.0,119.0,0.333
119.0,161.0,0.5
161.0,119.0,0.5
119.0,711.0,0.52
711.0,119.0,0.52
119.0,254.0,0.6
254.0,119.0,0.6
119.0,234.0,0.486
234.0,119.0,0.486
119.0,112.0,0.5
112.0,119.0,0.5
119.0,8.0,0.476
8.0,119.0,0.476
119.0,106.0,0.8
106.0,119.0,0.8
119.0,19.0,0.333
19.0,119.0,0.333
119.0,498.0,0.5
498.0,119.0,0.5
119.0,101.0,0.643
101.0,119.0,0.643
119.0,5.0,0.433
5.0,119.0,0.433
119.0,157.0,0.515
157.0,119.0,0.515
119.0,777.0,0.486
777.0,119.0,0.486
119.0,83.0,1.0
83.0,119.0,1.0
119.0,350.0,0.553
350.0,119.0,0.553
119.0,154.0,0.652
154.0,119.0,0.652
119.0,238.0,0.444
238.0,119.0,0.444
119.0,115.0,0.667
115.0,119.0,0.667
119.0,26.0,0.545
26.0,119.0,0.545
119.0,142.0,0.667
142.0,119.0,0.667
119.0,143.0,0.583
143.0,119.0,0.583
36.0,245.0,0.286
245.0,36.0,0.286
36.0,60.0,1.0
60.0,36.0,1.0
36.0,28.0,0.4
28.0,36.0,0.4
36.0,81.0,0.667
81.0,36.0,0.667
36.0,9.0,0.0
9.0,36.0,0.0
36.0,114.0,0.0
114.0,36.0,0.0
36.0,105.0,0.4
105.0,36.0,0.4
36.0,3.0,0.667
3.0,36.0,0.667
36.0,41.0,0.5
41.0,36.0,0.5
36.0,86.0,0.5
86.0,36.0,0.5
36.0,150.0,0.5
150.0,36.0,0.5
36.0,79.0,0.5
79.0,36.0,0.5
36.0,104.0,0.455
104.0,36.0,0.455
36.0,887.0,0.5
887.0,36.0,0.5
36.0,120.0,0.5
120.0,36.0,0.5
36.0,74.0,0.5
74.0,36.0,0.5
36.0,420.0,0.5
420.0,36.0,0.5
36.0,39.0,0.6
39.0,36.0,0.6
36.0,427.0,0.0
427.0,36.0,0.0
36.0,40.0,0.5
40.0,36.0,0.5
36.0,59.0,0.333
59.0,36.0,0.333
36.0,24.0,0.5
24.0,36.0,0.5
36.0,126.0,0.0
126.0,36.0,0.0
36.0,202.0,0.333
202.0,36.0,0.333
36.0,222.0,0.667
222.0,36.0,0.667
36.0,145.0,0.5
145.0,36.0,0.5
36.0,429.0,1.0
429.0,36.0,1.0
36.0,43.0,0.0
43.0,36.0,0.0
36.0,30.0,0.25
30.0,36.0,0.25
36.0,38.0,0.0
38.0,36.0,0.0
36.0,55.0,1.0
55.0,36.0,1.0
36.0,10.0,0.0
10.0,36.0,0.0
36.0,141.0,0.4
141.0,36.0,0.4
36.0,85.0,1.0
85.0,36.0,1.0
36.0,121.0,0.3
121.0,36.0,0.3
36.0,203.0,0.889
203.0,36.0,0.889
36.0,240.0,0.5
240.0,36.0,0.5
36.0,96.0,0.333
96.0,36.0,0.333
36.0,7.0,0.5
7.0,36.0,0.5
36.0,64.0,0.5
64.0,36.0,0.5
36.0,89.0,0.8
89.0,36.0,0.8
36.0,876.0,1.0
876.0,36.0,1.0
36.0,127.0,0.5
127.0,36.0,0.5
36.0,236.0,0.556
236.0,36.0,0.556
36.0,117.0,0.25
117.0,36.0,0.25
36.0,99.0,0.0
99.0,36.0,0.0
36.0,54.0,0.5
54.0,36.0,0.5
36.0,90.0,0.5
90.0,36.0,0.5
36.0,57.0,0.5
57.0,36.0,0.5
36.0,11.0,0.0
11.0,36.0,0.0
36.0,21.0,0.273
21.0,36.0,0.273
36.0,62.0,0.5
62.0,36.0,0.5
36.0,82.0,0.5
82.0,36.0,0.5
36.0,25.0,0.0
25.0,36.0,0.0
36.0,267.0,0.4
267.0,36.0,0.4
36.0,75.0,0.5
75.0,36.0,0.5
36.0,111.0,0.5
111.0,36.0,0.5
36.0,518.0,0.0
518.0,36.0,0.0
36.0,76.0,0.0
76.0,36.0,0.0
36.0,56.0,1.0
56.0,36.0,1.0
36.0,20.0,0.0
20.0,36.0,0.0
36.0,2.0,0.5
2.0,36.0,0.5
36.0,61.0,1.0
61.0,36.0,1.0
36.0,516.0,0.5
516.0,36.0,0.5
36.0,80.0,0.5
80.0,36.0,0.5
36.0,78.0,0.5
78.0,36.0,0.5
36.0,555.0,1.0
555.0,36.0,1.0
36.0,246.0,0.444
246.0,36.0,0.444
36.0,133.0,0.5
133.0,36.0,0.5
36.0,497.0,0.333
497.0,36.0,0.333
36.0,33.0,0.5
33.0,36.0,0.5
36.0,421.0,0.0
421.0,36.0,0.0
36.0,526.0,1.0
526.0,36.0,1.0
36.0,58.0,0.5
58.0,36.0,0.5
36.0,107.0,1.0
107.0,36.0,1.0
36.0,92.0,0.5
92.0,36.0,0.5
36.0,68.0,0.0
68.0,36.0,0.0
36.0,13.0,1.0
13.0,36.0,1.0
36.0,360.0,0.0
360.0,36.0,0.0
36.0,113.0,0.5
113.0,36.0,0.5
36.0,235.0,0.333
235.0,36.0,0.333
36.0,147.0,0.0
147.0,36.0,0.0
36.0,875.0,0.0
875.0,36.0,0.0
36.0,35.0,0.25
35.0,36.0,0.25
36.0,98.0,0.5
98.0,36.0,0.5
36.0,102.0,0.5
102.0,36.0,0.5
36.0,27.0,1.0
27.0,36.0,1.0
36.0,14.0,0.5
14.0,36.0,0.5
36.0,15.0,0.25
15.0,36.0,0.25
36.0,72.0,0.5
72.0,36.0,0.5
36.0,37.0,0.5
37.0,36.0,0.5
36.0,16.0,0.333
16.0,36.0,0.333
36.0,50.0,1.0
50.0,36.0,1.0
36.0,517.0,0.333
517.0,36.0,0.333
36.0,134.0,0.0
134.0,36.0,0.0
36.0,223.0,0.5
223.0,36.0,0.5
36.0,163.0,0.667
163.0,36.0,0.667
36.0,91.0,0.571
91.0,36.0,0.571
36.0,44.0,0.0
44.0,36.0,0.0
36.0,17.0,0.5
17.0,36.0,0.5
36.0,412.0,0.625
412.0,36.0,0.625
36.0,18.0,0.6
18.0,36.0,0.6
36.0,48.0,1.0
48.0,36.0,1.0
36.0,23.0,1.0
23.0,36.0,1.0
36.0,4.0,0.0
4.0,36.0,0.0
36.0,29.0,0.0
29.0,36.0,0.0
36.0,77.0,0.5
77.0,36.0,0.5
36.0,6.0,0.5
6.0,36.0,0.5
36.0,110.0,0.0
110.0,36.0,0.0
36.0,67.0,0.571
67.0,36.0,0.571
36.0,45.0,1.0
45.0,36.0,1.0
36.0,161.0,1.0
161.0,36.0,1.0
36.0,711.0,0.429
711.0,36.0,0.429
36.0,254.0,0.0
254.0,36.0,0.0
36.0,234.0,0.5
234.0,36.0,0.5
36.0,112.0,0.0
112.0,36.0,0.0
36.0,8.0,1.0
8.0,36.0,1.0
36.0,106.0,1.0
106.0,36.0,1.0
36.0,19.0,0.5
19.0,36.0,0.5
36.0,498.0,0.5
498.0,36.0,0.5
36.0,101.0,1.0
101.0,36.0,1.0
36.0,5.0,0.667
5.0,36.0,0.667
36.0,157.0,0.667
157.0,36.0,0.667
36.0,777.0,0.375
777.0,36.0,0.375
36.0,83.0,0.5
83.0,36.0,0.5
36.0,350.0,0.444
350.0,36.0,0.444
36.0,154.0,1.0
154.0,36.0,1.0
36.0,238.0,0.2
238.0,36.0,0.2
36.0,115.0,0.6
115.0,36.0,0.6
36.0,26.0,1.0
26.0,36.0,1.0
36.0,142.0,0.5
142.0,36.0,0.5
36.0,143.0,0.5
143.0,36.0,0.5
245.0,60.0,0.333
60.0,245.0,0.333
245.0,28.0,0.5
28.0,245.0,0.5
245.0,81.0,0.455
81.0,245.0,0.455
245.0,9.0,0.5
9.0,245.0,0.5
245.0,114.0,0.518
114.0,245.0,0.518
245.0,105.0,1.0
105.0,245.0,1.0
245.0,3.0,0.567
3.0,245.0,0.567
245.0,41.0,0.591
41.0,245.0,0.591
245.0,86.0,0.455
86.0,245.0,0.455
245.0,150.0,0.556
150.0,245.0,0.556
245.0,79.0,0.333
79.0,245.0,0.333
245.0,104.0,0.491
104.0,245.0,0.491
245.0,887.0,0.364
887.0,245.0,0.364
245.0,120.0,0.5
120.0,245.0,0.5
245.0,74.0,0.444
74.0,245.0,0.444
245.0,420.0,1.0
420.0,245.0,1.0
245.0,39.0,0.451
39.0,245.0,0.451
245.0,427.0,0.8
427.0,245.0,0.8
245.0,40.0,0.442
40.0,245.0,0.442
245.0,59.0,0.455
59.0,245.0,0.455
245.0,24.0,0.438
24.0,245.0,0.438
245.0,126.0,0.357
126.0,245.0,0.357
245.0,202.0,0.541
202.0,245.0,0.541
245.0,222.0,0.562
222.0,245.0,0.562
245.0,145.0,0.51
145.0,245.0,0.51
245.0,429.0,0.75
429.0,245.0,0.75
245.0,43.0,0.455
43.0,245.0,0.455
245.0,30.0,0.75
30.0,245.0,0.75
245.0,38.0,0.615
38.0,245.0,0.615
245.0,55.0,0.588
55.0,245.0,0.588
245.0,10.0,0.545
10.0,245.0,0.545
245.0,141.0,0.556
141.0,245.0,0.556
245.0,85.0,0.565
85.0,245.0,0.565
245.0,121.0,0.4
121.0,245.0,0.4
245.0,203.0,0.367
203.0,245.0,0.367
245.0,240.0,0.6
240.0,245.0,0.6
245.0,96.0,0.444
96.0,245.0,0.444
245.0,7.0,0.625
7.0,245.0,0.625
245.0,64.0,0.548
64.0,245.0,0.548
245.0,89.0,0.406
89.0,245.0,0.406
245.0,876.0,0.571
876.0,245.0,0.571
245.0,127.0,0.538
127.0,245.0,0.538
245.0,236.0,0.468
236.0,245.0,0.468
245.0,117.0,0.455
117.0,245.0,0.455
245.0,99.0,0.462
99.0,245.0,0.462
245.0,54.0,0.381
54.0,245.0,0.381
245.0,90.0,0.5
90.0,245.0,0.5
245.0,57.0,0.556
57.0,245.0,0.556
245.0,11.0,0.0
11.0,245.0,0.0
245.0,21.0,0.419
21.0,245.0,0.419
245.0,62.0,0.549
62.0,245.0,0.549
245.0,82.0,0.5
82.0,245.0,0.5
245.0,25.0,0.588
25.0,245.0,0.588
245.0,267.0,0.608
267.0,245.0,0.608
245.0,75.0,0.5
75.0,245.0,0.5
245.0,111.0,0.623
111.0,245.0,0.623
245.0,518.0,0.429
518.0,245.0,0.429
245.0,76.0,1.0
76.0,245.0,1.0
245.0,56.0,0.667
56.0,245.0,0.667
245.0,20.0,0.5
20.0,245.0,0.5
245.0,2.0,0.2
2.0,245.0,0.2
245.0,61.0,0.455
61.0,245.0,0.455
245.0,516.0,0.643
516.0,245.0,0.643
245.0,80.0,0.452
80.0,245.0,0.452
245.0,78.0,0.457
78.0,245.0,0.457
245.0,555.0,0.46
555.0,245.0,0.46
245.0,246.0,0.516
246.0,245.0,0.516
245.0,133.0,0.667
133.0,245.0,0.667
245.0,497.0,0.444
497.0,245.0,0.444
245.0,33.0,1.0
33.0,245.0,1.0
245.0,421.0,0.667
421.0,245.0,0.667
245.0,526.0,0.4
526.0,245.0,0.4
245.0,58.0,0.5
58.0,245.0,0.5
245.0,107.0,0.393
107.0,245.0,0.393
245.0,92.0,0.543
92.0,245.0,0.543
245.0,68.0,0.444
68.0,245.0,0.444
245.0,13.0,0.6
13.0,245.0,0.6
245.0,360.0,0.526
360.0,245.0,0.526
245.0,113.0,0.25
113.0,245.0,0.25
245.0,235.0,0.605
235.0,245.0,0.605
245.0,147.0,0.474
147.0,245.0,0.474
245.0,875.0,0.53
875.0,245.0,0.53
245.0,35.0,0.6
35.0,245.0,0.6
245.0,98.0,0.457
98.0,245.0,0.457
245.0,102.0,0.625
102.0,245.0,0.625
245.0,27.0,0.8
27.0,245.0,0.8
245.0,14.0,0.458
14.0,245.0,0.458
245.0,15.0,0.421
15.0,245.0,0.421
245.0,72.0,0.0
72.0,245.0,0.0
245.0,37.0,0.493
37.0,245.0,0.493
245.0,16.0,0.521
16.0,245.0,0.521
245.0,50.0,0.667
50.0,245.0,0.667
245.0,517.0,0.536
517.0,245.0,0.536
245.0,134.0,0.643
134.0,245.0,0.643
245.0,223.0,0.143
223.0,245.0,0.143
245.0,163.0,0.455
163.0,245.0,0.455
245.0,91.0,0.447
91.0,245.0,0.447
245.0,44.0,0.556
44.0,245.0,0.556
245.0,17.0,0.5
17.0,245.0,0.5
245.0,412.0,0.534
412.0,245.0,0.534
245.0,18.0,0.571
18.0,245.0,0.571
245.0,48.0,0.545
48.0,245.0,0.545
245.0,23.0,0.474
23.0,245.0,0.474
245.0,4.0,0.5
4.0,245.0,0.5
245.0,29.0,0.524
29.0,245.0,0.524
245.0,77.0,0.5
77.0,245.0,0.5
245.0,6.0,0.423
6.0,245.0,0.423
245.0,110.0,0.429
110.0,245.0,0.429
245.0,67.0,0.533
67.0,245.0,0.533
245.0,45.0,0.8
45.0,245.0,0.8
245.0,161.0,0.222
161.0,245.0,0.222
245.0,711.0,0.49
711.0,245.0,0.49
245.0,254.0,0.2
254.0,245.0,0.2
245.0,234.0,0.524
234.0,245.0,0.524
245.0,112.0,0.667
112.0,245.0,0.667
245.0,8.0,0.286
8.0,245.0,0.286
245.0,106.0,0.75
106.0,245.0,0.75
245.0,19.0,0.6
19.0,245.0,0.6
245.0,498.0,0.452
498.0,245.0,0.452
245.0,101.0,0.4
101.0,245.0,0.4
245.0,5.0,0.4
5.0,245.0,0.4
245.0,157.0,0.532
157.0,245.0,0.532
245.0,777.0,0.511
777.0,245.0,0.511
245.0,83.0,0.4
83.0,245.0,0.4
245.0,350.0,0.493
350.0,245.0,0.493
245.0,154.0,0.5
154.0,245.0,0.5
245.0,238.0,0.565
238.0,245.0,0.565
245.0,115.0,0.52
115.0,245.0,0.52
245.0,26.0,0.619
26.0,245.0,0.619
245.0,142.0,0.609
142.0,245.0,0.609
245.0,143.0,0.5
143.0,245.0,0.5
60.0,28.0,0.5
28.0,60.0,0.5
60.0,81.0,0.5
81.0,60.0,0.5
60.0,9.0,0.5
9.0,60.0,0.5
60.0,114.0,0.25
114.0,60.0,0.25
60.0,105.0,0.667
105.0,60.0,0.667
60.0,3.0,0.5
3.0,60.0,0.5
60.0,41.0,0.667
41.0,60.0,0.667
60.0,86.0,0.0
86.0,60.0,0.0
60.0,150.0,1.0
150.0,60.0,1.0
60.0,79.0,1.0
79.0,60.0,1.0
60.0,104.0,0.667
104.0,60.0,0.667
60.0,887.0,0.5
887.0,60.0,0.5
60.0,120.0,0.5
120.0,60.0,0.5
60.0,74.0,0.5
74.0,60.0,0.5
60.0,420.0,0.0
420.0,60.0,0.0
60.0,39.0,0.4
39.0,60.0,0.4
60.0,427.0,0.5
427.0,60.0,0.5
60.0,40.0,0.667
40.0,60.0,0.667
60.0,59.0,0.5
59.0,60.0,0.5
60.0,24.0,0.636
24.0,60.0,0.636
60.0,126.0,0.333
126.0,60.0,0.333
60.0,202.0,0.455
202.0,60.0,0.455
60.0,222.0,0.25
222.0,60.0,0.25
60.0,145.0,0.625
145.0,60.0,0.625
60.0,429.0,0.0
429.0,60.0,0.0
60.0,43.0,0.167
43.0,60.0,0.167
60.0,30.0,0.8
30.0,60.0,0.8
60.0,38.0,0.5
38.0,60.0,0.5
60.0,55.0,0.75
55.0,60.0,0.75
60.0,10.0,0.5
10.0,60.0,0.5
60.0,141.0,0.5
141.0,60.0,0.5
60.0,85.0,0.0
85.0,60.0,0.0
60.0,121.0,0.5
121.0,60.0,0.5
60.0,203.0,0.5
203.0,60.0,0.5
60.0,240.0,0.286
240.0,60.0,0.286
60.0,96.0,0.25
96.0,60.0,0.25
60.0,7.0,0.333
7.0,60.0,0.333
60.0,64.0,0.0
64.0,60.0,0.0
60.0,89.0,0.667
89.0,60.0,0.667
60.0,876.0,0.5
876.0,60.0,0.5
60.0,127.0,0.5
127.0,60.0,0.5
60.0,236.0,0.524
236.0,60.0,0.524
60.0,117.0,0.8
117.0,60.0,0.8
60.0,99.0,0.5
99.0,60.0,0.5
60.0,54.0,0.375
54.0,60.0,0.375
60.0,90.0,1.0
90.0,60.0,1.0
60.0,57.0,0.0
57.0,60.0,0.0
60.0,11.0,0.5
11.0,60.0,0.5
60.0,21.0,0.222
21.0,60.0,0.222
60.0,62.0,0.4
62.0,60.0,0.4
60.0,82.0,0.5
82.0,60.0,0.5
60.0,25.0,0.2
25.0,60.0,0.2
60.0,267.0,0.4
267.0,60.0,0.4
60.0,75.0,0.556
75.0,60.0,0.556
60.0,111.0,0.286
111.0,60.0,0.286
60.0,518.0,0.0
518.0,60.0,0.0
60.0,76.0,0.5
76.0,60.0,0.5
60.0,56.0,0.5
56.0,60.0,0.5
60.0,20.0,0.0
20.0,60.0,0.0
